iter	Logloss
193	0.2129463706
194	0.2119964939
195	0.2116316369
196	0.2111717337
197	0.2107623637
198	0.2104998147
199	0.2100304402
200	0.2096741719
201	0.2092959209
202	0.2089553422
203	0.2087252512
204	0.2083764903
205	0.2080551025
206	0.2076166611
207	0.207398891
208	0.2070484724
209	0.2067990393
210	0.2065462711
211	0.2062835378
212	0.2059176219
213	0.2055985301
214	0.2051971829
215	0.2049170081
216	0.2048143239
217	0.2046140742
218	0.2042206552
219	0.2039201739
220	0.2034251969
221	0.2029801974
222	0.20267407
223	0.202340542
224	0.2019193409
225	0.2016351475
226	0.2014351487
227	0.201023019
228	0.2005956671
229	0.200259116
230	0.1999207057
231	0.199708039
232	0.1993603365
233	0.1991374756
234	0.1987345399
235	0.1985442294
236	0.1982365511
237	0.1977966878
238	0.1974959884
239	0.1972411646
240	0.1969360288
241	0.1966584335
242	0.1963134922
243	0.1961093348
244	0.195748825
245	0.1951828295
246	0.1947315414
247	0.1944096709
248	0.1940359584
249	0.1937383358
250	0.1934306684
251	0.1929239396
252	0.1927437515
253	0.19249058
254	0.1922380649
255	0.1919996111
256	0.1917676004
257	0.1914771891
258	0.1913370264
259	0.1909999347
260	0.1906053901
261	0.1901911327
262	0.18998998
263	0.1895845786
264	0.189429703
265	0.1893296407
266	0.1891414632
267	0.188994869
268	0.1887263024
269	0.1881227031
270	0.18788876
271	0.1876749555
272	0.1875618008
273	0.1873695715
274	0.1871484589
275	0.1869573777
276	0.1866432624
277	0.1862569077
278	0.1859019682
279	0.1856114612
280	0.1852853605
281	0.1849863039
282	0.1846697492
283	0.184215871
284	0.1839251914
285	0.1836940222
286	0.1833469103
287	0.1831943127
288	0.1829547753
289	0.1827607976
290	0.1825233506
291	0.1821359988
292	0.181821226
293	0.1816895115
294	0.1813912281
295	0.1811795029
296	0.1809645428
297	0.18052243
298	0.1802440126
299	0.1798263649
300	0.1795128153
301	0.1792845897
302	0.1790118395
303	0.1788055313
304	0.1785933752
305	0.1783997567
306	0.1782827967
307	0.1781031033
308	0.1775871814
309	0.1774668125
310	0.1773022849
311	0.1769799764
312	0.1765551522
313	0.176329431
314	0.1759237781
315	0.1756682364
316	0.175434744
317	0.1751617097
318	0.1750076298
319	0.1747045219
320	0.1744060642
321	0.174017104
322	0.173724049
323	0.1734254605
324	0.1732361024
325	0.1730406219
326	0.1725863921
327	0.1723113882
328	0.1719211932
329	0.1715338222
330	0.1713787764
331	0.1711353918
332	0.1709753565
333	0.1707351513
334	0.1705326498
335	0.1704063647
336	0.1701054584
337	0.1697832793
338	0.1695875528
339	0.1693930639
340	0.1691667079
341	0.1689701102
342	0.1686692407
343	0.1684282638
344	0.1681511158
345	0.1679594294
346	0.1677856351
347	0.1675932358
348	0.1673546382
349	0.1670450544
350	0.1668792483
351	0.1667123313
352	0.166570432
353	0.1662058175
354	0.1661098293
355	0.1658686468
356	0.1655764554
357	0.1653603015
358	0.1652576256
359	0.164989619
360	0.1648140244
361	0.1645609189
362	0.1642904056
363	0.1640807546
364	0.163932389
365	0.1637133792
366	0.1634810996
367	0.1633204626
368	0.163143969
369	0.1629639
370	0.1627524081
371	0.1624888457
372	0.1622578181
373	0.1620684157
374	0.1617834772
375	0.1615968828
376	0.1612749383
377	0.1609949813
378	0.1607432783
379	0.1605720434
380	0.1602392939
381	0.1599826259
382	0.1597782238
383	0.1595892222
384	0.1593629076
385	0.1592498038
386	0.1590233452
387	0.1588398455
388	0.1585207634
389	0.158349449
390	0.1581754997
391	0.1579195812
392	0.157642023
393	0.1574311024
394	0.1572636327
395	0.1569923627
396	0.1568093834
397	0.1567186465
398	0.1565108161
399	0.1562230802
400	0.1560895588
401	0.1558792452
402	0.1558072778
403	0.1556006825
404	0.1554033452
405	0.1550804208
406	0.15481811
407	0.1546850614
408	0.1544613137
409	0.1542982952
410	0.1539776973
411	0.1537491243
412	0.1536023766
413	0.1533718335
414	0.1532341874
415	0.1530886839
416	0.1528244242
417	0.1525479378
418	0.152369195
419	0.1521268921
420	0.1518675052
421	0.1517284572
422	0.1515892605
423	0.1514094856
424	0.1512156291
425	0.1509972208
426	0.1507372528
427	0.1505896151
428	0.1504172898
429	0.150257053
430	0.1500977655
431	0.1499246087
432	0.1497897296
433	0.1496319806
434	0.1494798282
435	0.1493316724
436	0.1490901982
437	0.1488678397
438	0.1486234761
439	0.1484092442
440	0.1480703516
441	0.1478596053
442	0.1477511429
443	0.1475897832
444	0.1472144707
445	0.1469549838
446	0.1467928312
447	0.1465972976
448	0.1463322195
449	0.1460065342
450	0.1457949982
451	0.1455580079
452	0.1454140393
453	0.145235125
454	0.1451224226
455	0.1450168101
456	0.1448019819
457	0.1444977073
458	0.1443543563
459	0.1442323702
460	0.1441472228
461	0.1439560231
462	0.1436677608
463	0.14345181
464	0.1433045651
465	0.1431634803
466	0.1430054442
467	0.1425781282
468	0.1423675445
469	0.1422369119
470	0.1420590801
471	0.1418477571
472	0.1416186341
473	0.1414849266
474	0.1412102022
475	0.1410455458
476	0.1409208486
477	0.1406551048
478	0.1403201192
479	0.1401378098
480	0.1399750181
481	0.1398457873
482	0.1396192657
483	0.1392928843
484	0.139133438
485	0.1389925245
486	0.138833304
487	0.1385370401
488	0.1382004582
489	0.1379945478
490	0.1379012016
491	0.1376574283
492	0.1374942369
493	0.1373011462
494	0.1371893767
495	0.1369946276
496	0.1368172558
497	0.1365934231
498	0.1364497177
499	0.136139744
500	0.1359722553
501	0.1357571332
502	0.1355496665
503	0.1353472317
504	0.1351807179
505	0.1350728398
506	0.1349027903
507	0.1348169182
508	0.1346622954
509	0.1344985474
510	0.134397772
511	0.1341964495
512	0.1339941173
513	0.133871399
514	0.1336462341
515	0.1335280345
516	0.1333459047
517	0.133238848
518	0.1330673445
519	0.1329230368
520	0.1327150995
521	0.1323510551
522	0.1322157176
523	0.1320792319
524	0.1319483754
525	0.1317271885
526	0.1316143818
527	0.1315359474
528	0.131448853
529	0.1311753083
530	0.1309991202
531	0.1308760163
532	0.1306301706
533	0.1304497689
534	0.1302585683
535	0.1301487168
536	0.1299832207
537	0.129757841
538	0.1295302117
539	0.1293629979
540	0.1292524227
541	0.1290883576
542	0.1290156305
543	0.1287884519
544	0.1286333441
545	0.128365488
546	0.1282245623
547	0.1281077568
548	0.1278942758
549	0.1276711398
550	0.1274475031
551	0.1273733675
552	0.1272712088
553	0.1271754781
554	0.127038186
555	0.1269375637
556	0.1267645447
557	0.1265678413
558	0.1264189199
559	0.1262595998
560	0.1260545695
561	0.1259476147
562	0.1257251698
563	0.1255960409
564	0.1253308913
565	0.1251373077
566	0.1249870256
567	0.1248696222
568	0.1247100781
569	0.1246037157
570	0.1243745882
571	0.124155513
572	0.123986957
573	0.1238353585
574	0.1237174351
575	0.1235781054
576	0.1234352919
577	0.1233242723
578	0.1232479072
579	0.1231230997
580	0.1229445297
581	0.1228291544
582	0.122685219
583	0.1225350889
584	0.1222906702
585	0.1221094797
586	0.121995839
587	0.1217913436
588	0.1217074376
589	0.1215991633
590	0.1214700148
591	0.1212750164
592	0.1211574254
593	0.1209701137
594	0.1207063512
595	0.1204441713
596	0.1201445516
597	0.1199769036
598	0.1197863167
599	0.1195524456
600	0.1194128544
601	0.1192976626
602	0.119147328
603	0.1188698226
604	0.1187080849
605	0.1185137648
606	0.118234273
607	0.1180198583
608	0.1178789027
609	0.1177906019
610	0.1175338993
611	0.1172860823
612	0.1171375492
613	0.117026486
614	0.1169119214
615	0.1167902628
616	0.1166662784
617	0.1165370624
618	0.1163499708
619	0.1161678452
620	0.1160415328
621	0.1159153543
622	0.1158105087
623	0.1157033047
624	0.1155489841
625	0.1153746319
626	0.1152738619
627	0.1151718242
628	0.1150520923
629	0.114852604
630	0.1146114863
631	0.1145049769
632	0.1143813667
633	0.1141827765
634	0.1139398412
635	0.113716654
636	0.1135779803
637	0.11343175
638	0.1132738916
639	0.1129902693
640	0.1127523058
641	0.1126407688
642	0.1125588395
643	0.1123528693
644	0.1121353255
645	0.1119452963
646	0.1118244164
647	0.1116511128
648	0.1115203904
649	0.111404731
650	0.1113103216
651	0.1110326041
652	0.1109415456
653	0.1108107572
654	0.1107296204
655	0.1106318942
656	0.1104238912
657	0.1101456537
658	0.1100126868
659	0.1098461476
660	0.1095453673
661	0.1093901119
662	0.1092311795
663	0.1090464707
664	0.1089411471
665	0.1088325695
666	0.1087030112
667	0.1085372782
668	0.1084151375
669	0.1083264828
670	0.1081608892
671	0.1080700098
672	0.1078885831
673	0.1077473887
674	0.1076715503
675	0.1074079926
676	0.1072932638
677	0.107070027
678	0.1069973603
679	0.1069415316
680	0.1067256807
681	0.1065755606
682	0.1064642694
683	0.1063689873
684	0.1061410955
685	0.1060291582
686	0.1058657527
687	0.1057964704
688	0.1057642468
689	0.1056412951
690	0.1055429814
691	0.1054263651
692	0.1053271223
693	0.1052720717
694	0.1051041955
695	0.1049987179
696	0.1047496627
697	0.1045782782
698	0.1044516277
699	0.1042549662
700	0.1040734359
701	0.1039780943
702	0.1038499931
703	0.1037462916
704	0.1036140309
705	0.10337208
706	0.1032041159
707	0.103170783
708	0.1030410883
709	0.1030086429
710	0.1028206268
711	0.1027177072
712	0.1025827468
713	0.102476646
714	0.102309623
715	0.1022818125
716	0.1020380763
717	0.1019128245
718	0.1018856331
719	0.101723822
720	0.1015923237
721	0.1014676755
722	0.1012603781
723	0.1012300872
724	0.1011391048
725	0.1010379513
726	0.1009268647
727	0.1007496523
728	0.1006231207
729	0.100539335
730	0.100414643
731	0.1003137539
732	0.1002049161
733	0.1001753324
734	0.09999498002
735	0.09994447711
736	0.09978956116
737	0.09970267373
738	0.0995888006
739	0.09948337606
740	0.099322741
741	0.09924017169
742	0.09915724953
743	0.09906373887
744	0.09893705572
745	0.09874610464
746	0.09865100338
747	0.09856804609
748	0.09849397456
749	0.09846555304
750	0.09835907942
751	0.09828088032
752	0.09816299964
753	0.09797693605
754	0.09776965569
755	0.09756741144
756	0.09749865844
757	0.09743533122
758	0.09735589361
759	0.09722591077
760	0.09712640353
761	0.09696261273
762	0.09681474826
763	0.09670842145
764	0.09664190985
765	0.09651782787
766	0.09636387102
767	0.0962537902
768	0.09616561693
769	0.0960007388
770	0.09588792922
771	0.09568802435
772	0.09564411824
773	0.09551365866
774	0.09535485288
775	0.09527590086
776	0.09509633712
777	0.09502545583
778	0.09493398564
779	0.09482577285
780	0.09475028227
781	0.09467396961
782	0.0945126821
783	0.09439217169
784	0.09426949313
785	0.09405544013
786	0.0939715161
787	0.09386422467
788	0.09377108924
789	0.09369207461
790	0.09359822891
791	0.09345032124
792	0.09342739404
793	0.09328233188
794	0.09318708857
795	0.09311138306
796	0.09300163966
797	0.09285136895
798	0.09266919284
799	0.09256838263
800	0.09249590498
801	0.09240431397
802	0.09231591456
803	0.0921860364
804	0.09214534503
805	0.09209427925
806	0.09201665147
807	0.09181426041
808	0.09172781526
809	0.091677557
810	0.0915907826
811	0.09153699397
812	0.09137719378
813	0.09130757097
814	0.09123762575
815	0.09111679897
816	0.09100857166
817	0.09088458478
818	0.09079302781
819	0.09062955266
820	0.09060100949
821	0.0905233408
822	0.09039082167
823	0.09033298418
824	0.09025808317
825	0.09019056124
826	0.09010848991
827	0.08995800358
828	0.08983177088
829	0.089678945
830	0.08958430613
831	0.08945091136
832	0.08935552911
833	0.08931954106
834	0.08925061777
835	0.0891865644
836	0.08908458015
837	0.08897918448
838	0.08888226198
839	0.08879406052
840	0.08859979783
841	0.08850122971
842	0.08838149667
843	0.08828044879
844	0.08818930099
845	0.08810468502
846	0.08808371379
847	0.08794211917
848	0.08775540985
849	0.08770026483
850	0.08763522019
851	0.08753252066
852	0.08748298267
853	0.08739739697
854	0.08731393931
855	0.08712315035
856	0.08704556085
857	0.08686499059
858	0.08676709472
859	0.08668377121
860	0.08659780041
861	0.08647149304
862	0.08630204201
863	0.08622146752
864	0.08618827623
865	0.08608731621
866	0.08599085321
867	0.08586822471
868	0.0856424956
869	0.08556235936
870	0.08548095769
871	0.08528280541
872	0.08520890771
873	0.08502863339
874	0.08498899305
875	0.08487976323
876	0.08473548745
877	0.08460575959
878	0.08451162436
879	0.08439958167
880	0.08432306535
881	0.08418619389
882	0.08415667091
883	0.08400565072
884	0.08388531823
885	0.08377514396
886	0.0837115544
887	0.08365851249
888	0.08355824705
889	0.0834001805
890	0.08326646284
891	0.083181948
892	0.08305980162
893	0.08299156379
894	0.08289817313
895	0.08283009327
896	0.08274347969
897	0.08262850425
898	0.0825029039
899	0.08239264441
900	0.08223422517
901	0.08217471882
902	0.08211515628
903	0.08204145446
904	0.08196824977
905	0.08182180321
906	0.08162596379
907	0.08154706393
908	0.08152811792
909	0.08140160616
910	0.08137770607
911	0.08129245959
912	0.08120092225
913	0.08113653841
914	0.08107826054
915	0.08096822419
916	0.0808307643
917	0.08073867957
918	0.08067281678
919	0.08057042806
920	0.08050887358
921	0.08041031141
922	0.08027254961
923	0.08018533402
924	0.08013874265
925	0.08005503428
926	0.07999691013
927	0.07988776803
928	0.07976337955
929	0.07970445955
930	0.07958575148
931	0.07944066856
932	0.07941204962
933	0.07935685104
934	0.07916887427
935	0.07910317936
936	0.07901174997
937	0.07892817648
938	0.07886517074
939	0.07872554386
940	0.07853082886
941	0.07843116625
942	0.07836747116
943	0.07828723376
944	0.07814682286
945	0.07798462791
946	0.07785769568
947	0.0777873117
948	0.0776948984
949	0.07758495723
950	0.07750058057
951	0.07738907179
952	0.07729989663
953	0.07722268786
954	0.07712199364
955	0.07707396445
956	0.07697686076
957	0.07683866113
958	0.07679555919
959	0.07668890661
960	0.07666839003
961	0.07661658375
962	0.07651713583
963	0.07642840445
964	0.07632317153
965	0.07621318645
966	0.07613415145
967	0.07606484868
968	0.07598073611
969	0.0759324784
970	0.07588056308
971	0.07582371436
972	0.07574754411
973	0.07566770051
974	0.075633996
975	0.07552891283
976	0.07543862166
977	0.07530805672
978	0.07524211137
979	0.07511658115
980	0.07498559001
981	0.07493377647
982	0.07483781746
983	0.07474286487
984	0.07460010816
985	0.07449660212
986	0.07435102011
987	0.074220045
988	0.07415099375
989	0.07408165157
990	0.07394833136
991	0.07384845057
992	0.07377147418
993	0.07365942992
994	0.07360460702
995	0.07350819628
996	0.07343551774
997	0.0733306349
998	0.0731931192
999	0.07307787278
